KueId|KueVorNameS|KueNameS|KudDatierungS|KudJahrVonL|KudJahrBisL|KudOrtS|KudLandS|KueFunktionS|ObjId
8055|John|Dollond||||||kikartillverkare|46493
8071|Hans|Domnerus|*1750|1750||Sandseryd|Sverige|bössmed|52946
8096|Johan Gustaf af|Donner||||||överste|42109
8102|Jakob van der|Doordt||||||konstnär|21861
8131|Ch|Doucin||||||bössmed-handlare|46034;46033
8152|Max|Dreger||||||dr|42204
8172|Christoph|Dressler (Drechsler, Dreshler, Drexler)||||||bössmed|47892
8190|A S|Drey||||||konsthandlare|17849;17488;17803;11342;17808;17741
8201|Iddekinge van|Drogershorst|||||||14158
8278||Dufossée|||||||68370
8302|Berlea?|Dumarest||||||bössmed|48003
8371||Durlacher||||||Vapentillverkare|36516
8401|Alfred von|Düben||||||friherre, ryttmästare|50208;41152;39730
8402|Carl Gustaf von|Düben||||||greve|46578
8405|Louise Antoinette v.|Düben||||||friherrinna|50208;39730
8406|Mina von (LU Vilhelmina)|Düben||||||friherrinna|57615;56829
8408|Peter von|Düben||||||Överstelöjtnant|45643
8410|Ulrik Vilhelm von|Düben||||||friherre|45643
8430|Albrecht|Dürer|21.5.1471 - 6.4.1528|1471|1528|Nürnberg|Tyskland|konstnär|23004
8443|T O P T|Dyrssen||||||ryttmästare|53252
8452|Georg Carl von|Döbeln||||||friherre, general|48772;37615
8454||Döden|||||||68570
8470|Tyra|Dörum||||||fröken|68370
8497|Johann Friedrich|Eberlein|||||||17398;17420;17575
8518|J|Echstedt||||||bössmed|47805
8532|Ebba (Johanna Cecilia)|von Eckermann, f. von Hallwyl|||||||7931;8286;4252;4264;7934;7937;7936;8212;4814;4256;8358;8284;4265;8022;15279;8266;8270
8548|Gillis|Edenhielm||||||Generalmajor|46140
8567|Johan Ludvig Eberhard|Ehrenreich||||||tandläkare|11338
8570|Augustin|Ehrensvärd||||||greve, fältmarskalk|46443
8571|Carl August|Ehrensvärd||||||greve, amiral|37108
8572|David|Klöcker Ehrenstrahl|23.9.1629 - 23.10.1698|1629|1698|Hamburg - Stockholm|Tyskland - Sverige|Konstnär|21990;21923;32652;22236;60892;32259;21925;29196;22682;22321;23091;32333;24457
8614|Johann Samuel|Eickhorn||||||svärdfejare|41915
8615|Carl|Eickhorn||||||svärdfejare|42164
8619||Elisabeth II av Storbritannien||||||drottning|36520
8649|Carl Axel|Ek||||||svärdfejare|42160;47499
8651|Josef Alexander|Ek||||||svärdfejare|42160;42158;42324;48059
8677||Ekegren||||||Lakej, portier|45971
8678|Anders|Ekegren||||||bössmed|39612
8682|Peter Petterson|Ekelund||||||Kyrkoherde|48760
8683|Axel|Ekelund||||||brukspatron|46598
8689|Tage|Ekeman||||||ingenjör|42259
8693|W|Ekengren||||||järnvägstjänsteman|46233;46234
8694|A|Ekengren|||||||47117
8699|Georg|Elisaroff (Elisarasvili)||||||klingsmed|43925
8710|Harald Otto|Elliot||||||kapten|53742
8712|A R|Elliot||||||Överstelöjtnant|54365
8729|Sven|Elofsson||||||sekreterare|24343
8736|Adam|Elsheimer||||||konstnär|13892
8768|J|Enderberg||||||Antikhandlare|48772
8799|V|Engelhart|||||||17794
8812|Johan|Engholm||||||pistolsmed|40930;40923
8828|Pieter|Faes||||||konstnär|14123
8841|Carl Johan|Fagerberg||||||Skomakare|67871
8891||Ferdinand IV av Neapel||||||kung|40759;39502
8895|Peder|Fjaestad||||||Skomakare|68340
8900|Johan|Fjäderlöf (Fiäderlöf)||||||låssmed|52790
8932|Marie|Garben||||||hovfröken|39176
8934|Francisco Antonio|García||||||bössmed|40421
9008|Axel (Olof A.Ferdinand)|Erdmann||||||konstnär|41575;41912
9033|Anders|Ericsson||||||hattmakare|51696
9044||Erik av Sverige, Hertig av Västmanland|*20.4.1889|1889||Stockholms slott|Sverige|prins|42987
9049|Erik "S:t Erik"|Jedvardsson||||||Kung|58918
9113|Hanns Caspar|Escher||||||bössmed|52001
9140|Carl Carlsson von|Essen|1887* - 1947+|1887|1947|Säbylund|Sverige|Major|48003;40536
9141|Carl von|Essen||||||greve|39515;40949
9144|Gustaf A F W von|Essen||||||greve, hovstallmästare|41195;40949;14117;41193;40378;42263;42262;60892;43846;42111;14121;43819;39515;39511;39510
9145|Hans Henrik von|Essen||||||greve, riksståthållare|63546;63545;43846;43819;65744
9189|Djanibeg|Gerej, Giray||||||khan|44333;44334;42303
9201|Adam Anton|Gerhard||||||bössmed|41381;41380;46710;49345
9208|Brynjulf|Gerlaksson||||||Biskop|43733
9217|Carl Johan Fredrik|Gernandt||||||konduktör|39408
9226|Rutger Fredrik von|Essen||||||Kammarherre|24666;22164;22169
9245|Henrik Johan|von Essen||||||överste|53275
9249|Pavel von|Essens||||||Major|23526
9255||Ester||||||drottning|39181
9258|J F|Esteva||||||bössmed|39482
9259|Pedro|Esteva||||||bössmed|43176
9282|Baltzar|Friedrich|||||||53614;53476;53616;53375;64784;53305;53421;53438;53621;53435
9283||Friedrich-Christian av Brandenburg-Bayreuth||||||markgreve|48171
9286||Friedrich Frantz II av Mecklenburg-Schwerin||||||storhertig|38115
9307|C F|Friesen (Friese)||||||bössmed|46578
9330|Petter|Frisk (Karl XII)|||||||48421
9340||Fritsch|||||||17495
9358||Eugen, hertig av Närke|*1.8.1865|1865||Drottningholms slott|Sverige|prins|70200;36938;62026;70194;70197;63796;70192;63954;70202;70205;37326;37327;36937;37332
9361||Eugenia av Sverige|*24.4.1830|1830||Stockholms slott|Sverige|prinsessa|45972
9388||Evans|||||||17795
9396|John|Ewerlöf||||||Byråchef|42094
9407||Edvard VII av Storbritannien||||||kung|42259;36520
9413||Erik XIV av Sverige|*13.12.1533|1533||Stockholms slott|Sverige|kung|54178;54179;45170;46556;62755;62754;62757;62751;62753;62759;62758;41081;33051;32938;59987;62749;59990;59993;59992;58642;58643;58646;58644;58645;58648;58649;60048;62746;62747;62742;62740;62741;54580;68043;62748;57994;28247;44494;62618;59984;59985;59982;59980;59981
9426||Fredrik Adolf av Östergötland|*18.7.1750|1750||Stockholm|Sverige|hertig|39755;38573;42931;50216;52792;56937;52174;39763;45527;53754;47419;40138;42961;55755;63394;50214
9474|Jan|Flock||||||bössmed|38569
9487|K|Frosch||||||pipsmed|52846
9514|Jakob|Hallardt||||||svärdfejare|42142
9517|Torbjörn|Giermonsön|||||||39594
9534||Gustav II Adolf av Sverige|1594 - 1632|1594|1632|Stockholms slott|Sverige|kung|39790;45581;45580;42283;21861;66900;46539;40795;40797;53640;42872;67689;40792;67686;67687;64068;50087;45928;58020;42271;47688;39714;42766;52441;67758;47701;47700;39786;41652;41651;39833;60021;60020;64070;42745;41744;67772;58426;42668;42367;36465;68003;67688;67765;36978;42594;60019;46558;45194;45195;45196;52799;59050;46555;46554;46556;52802;52803;52801;52804;66967;59065;59064;59067;41081;36459;59062;49305;59069;40798;53478;67771;49295;67774;67775;45166;41105;41104;45775;41667;47090;45163;59448;53639;54183;67810;67814;42632;59072;42635;59070;42637;67763;68494;51587;52977;47167;44333;69915;46486;55543;52108;67809;47360;52836;49576;67806;67807;49307;67805;45578;45579;42645;46605;67893;67894;42643;67896;50909;61704;52329;42746;47477;52328;39860;39827;21631;21630;67938;44492;62207;61716;44491;62170;61718;49304;46701;50254;48250;48255;42658;42659;66063;50256;44334;54178;54179;39780;67985;56385;58202;56387;55879;56381;59066;41604;32590;58201;42250;62169;52846;52847;52845;52842;41876;39674;40809;40808;42661;42665;56278;40802;41607;54679;40807;56377;56393;66074;49134;39969;21879;66663;67690;40896;40897;41949;52979;56398;56399;59063;47698;21419;57709;40812;40810;50935
9536||Gustav III av Sverige|*24.1.1746|1746||Stockholm|Sverige|kung|40224;61211;55503;55500;69152;45589;57321;44458;67846;67847;55502;39502;67848;52447;63882;63880;44465;44464;57351;57458;40429;40382;42198;66368;42111;42201;42118;70264;67943;109472;38933;53786;62619;64364;67863;41065;37222;42109;44409;40606;67952;48200;56982;55800;65994;57995;55685;39314;56345;40610;65456;67436;55496;55498;57988;67945;44571;55799;41744;67942;40293;37550;48168;42335;37157;40662;21633;60063;48412;55782;37700;42242;47087;40759;52029;52169;52168;53461;40886;56464;37827;52229;41597;52178;46500;52172;52173;52171;67855;55686;37162;42262;42064;63890
9537||Georg III av Storbritannien||||||kung|52107
9546|Antonij|Groot d. ä.||||||guldsmed|36457;36697
9586|Anders|Falk||||||ryttare|45876
9601|Claes August|Falkenberg||||||Kammarherre|39176
9604|Gabriel|Falkenberg||||||greve, president|46510
9641||Fant||||||domprost|60278
9673|Henri|Fauré-Lepage||||||bössmed|42239
9676|Melchior|Faust||||||guldsmed|16331
9707|Lars|Fegier|||||||50256
9708|Georg|Fehr||||||bössmed|40234
9711|Carl Gustav|Fehrman||||||konstnär, gravör|37263;38431
9713|Regina Elisabeth|Fehrman|||||||38859
9716|Johan|Feichtinger||||||juvelerare|36653
9726|Johan von|Feilitzen||||||Major|48896
9792|Torsten|Fernlöf||||||guldsmed|17060
9797|Louis Constantin|Feron||||||guldsmed|16477
9801|Andrea|Ferrara||||||klingsmed|52077;43923
9818|Carl Reinhold von|Fersen||||||greve, riksråd|48232
9821|Axel (Hans A) von|Fersen||||||greve, riksmarskalk|36733;46473
9831|Friderich|Feuerbrun||||||pärlstickare|55851;67988;62163;62161;67986;55955;54024;55992;54022;61410;53982;48410
9838|Simon|Feylner (Feilner)|||||||17419
9840||Fredrik I av Sverige|*28.4.1676|1676||Kassel|Tyskland, Hessen|kung, lantgreve av Hessen|55493;53462;45585;57297;42915;61239;53359;44458;53422;45802;53626;53352;46043;37553;42943;46605;52030;41331;55839;41224;53618;67839;67838;53559;53290;48204;53391;53395;41928;53527;45421;37542;37016;37017;53331;41225;64775;41228
9853|Nicolaus|Fichtner||||||bössmed|39755
9881||Frans I av Frankrike||||||kung|41373
9889|Elias|Fiigenschoug||||||konstnär|24356
9890||Friedrich II von Hessen-Homburg||||||lantgreve|24376
9892||Fredrik III av Danmark||||||kung|40938;55526;32282;42001
9894||Fredrik III av Holstein-Gottorp||||||hertig|46540;52980
9896||Ferdinand III||||||kejsare|39510
9897||Ferdinand II av Portugal||||||kung|37013
9898||Fredrik II av Preussen||||||kung|38869;66695
9899||Ferdinand II||||||kejsare|41447;39510
9954|C A|Fischer||||||bössmed|51107;40379;41550
9974|Bernhard Axel|Fleetwood||||||friherre|39960;39830;39700;39630;41110;41109;39767;39760;41111;40700;39675;39828;39724;39525;43439;54182;39766;48256;39648
9975|Beata Sofia|Fleetwood, f. Leuhusen|1869-08-21 - 1927-12-31|1869|1927|||Friherrinna|65950
9976|Carl Axel|Fleetwood||||||friherre|39960;39830;39760;41109;39767;41110;41111;40700;54182;39828;39724;39525;39766;41676
9977|Elisabet Ida|Fleetwood|11.8.1887 - 1946|1887|1946|||Friherrinna|53744
9978|Georg|Fleetwood|1605-06-30 - 1667-06-11|1605|1667|||Generallöjtnant|46256;56820;39620
9979|Georg Abraham|Fleetwood|1806-09-16 - 1878-05-27|1806|1878|||Överintendent|52103;52438;56752;45660;67562;44338;41342;39401;42463;39341;40791;43240;50205;40437;37791;49335;39437;37578;42190;41855;68597;41856;47847;40861;46563;41317;41331;48147;40789;41334;44117;41515;43583;43956;44112;44346;61247;39721;41860;39641;42475;54142;41675;40444;52830;39620;43578;39602;44059;41929;45461;42364;42194;39663;39608;42191;39556;42222;47423;40951;70108;65383;40442;42959;65382
9980|Gustaf Erik|Fleetwood|1800 - 1852|1800|1852|||Disponent|49345;46467;46466
9982|Harder Georg|Fleetwood|1846-10-21 - 1925-06-19|1846|1925|||Grosshandlare|53744
9983|Sofia Maria|Fleetwood|1884-02-20|1884||||Friherrinna|53744
9985|Georg Wilhelm|Fleetwood|1882-04-03 - 1958-12-31|1882|1958|||Amanuens|38570;41104
10014|Claes Adolf|Fleming af Liebelitz||||||Greve|14165
10015|Gustav Arvid|Flodman||||||klingsmed|47221
10022|P|Flor||||||bagarmästare|17135
10036|A|Florin|||||||63063
10041|Frans|de Vriendt "Floris"|1518 - 1570|1518|1570|Antwerpen|Belgien|Konstnär|14131;18038;23014
10042|Pieter|Floriszoon||||||amiral|22937
10047|Gösta|Florman||||||fotograf|15279;4809
10068|Eduard|Foehr||||||guldsmed|38004;38002
10070|W|Foerster||||||bössmed|40763
10071|Bengt Erland|Fogelberg||||||konstnär, skulptör|37083;64101
10089|Isak|Fogeth|||||||61704
10102|Carl Harald|Follin||||||ryttmästare|40949
10104||Folling||||||kapten|41165
10116|Pieter|Fonetyn||||||guldsmed|16878
10168|Andreas|Fornander|1820* - 1903+|1820|1903|||konstnär, skulptör|48006
10195|Olof|Forsgren||||||kaptenmekanikus|53244
10252|Joseph|Fouché d'Otrante|1759* - 1820+|1759|1820||Frankrike|hertig|16495
10259|Jacques|Foucquet||||||konstnär|52167
10263|D G de|Foullois||||||bössmed|40089;41079;40176
10264|Isaac|Foulon||||||bössmed|40167
10282|Paolo|Francese||||||låssmed|45959;45960
10323|J|Francis||||||Skomakare|51705
10339|Frans II|Francken|6.5.1581 - 6.5.1642|1581|1642|Antwerpen|Belgien|Konstnär|13447
10344|Auguste|Francotte||||||bössmed|41300
10365|Frants|||||||Kammarhusar|44393
10380|Johan Otto|Franzen|||||||11529
10383||Franz I||||||kejsare|42270
10384|Claudio|Franzini||||||svärdfejare|41768
10399|Pierre|Frappier||||||bössmed|45798;39422;39421;41184
10418||Fredman-Clupt||||||skulptör|17308
10419||Fredrika Amalia av Holstein-Gottorp||||||hertiginna|60892
10423|Hans|Fredriksson||||||bössmed|39649
10424|C D|Fredricks||||||fotograf|69151
10431||Fredrika av Sverige|*12.3.1781|1781|||Tyskland, Baden|drottning|64092;64084;37661;53274;67862
10454|Burchard Philipp von|Freitag||||||kejserligt geheimeråd|55082
10471|von|Fresin||||||Löjtnant|45470
10473|Otto|Frestadius|1836* - 1927+|1836|1927||Sverige|Ingenjör|48782
10478|Ebba|Freudin|||||||8453
10479|Viktor|Freudin||||||förvaltare|8453
10480||Freund||||||bössmed|47718
10514|Peter (Pierre)|Fromery||||||hovbössmed|49224
10521|Peter (Pieter)|Froomen (From)||||||bössmed|46507;46496;42914;41232;39539;39538
10537||Groth||||||general|42245
10578|Georg|Gessler (Geissler)||||||bössmed|36978
10597|Nils|Gezelius||||||bössmed|39488
10600|L J J|Ghaye||||||bössmed|52789
10613||Gustav I Vasa av Sverige|*12.5.1496|1496||Lindholmens gård|Sverige|kung|50404;63359;66078;47611;59570;61251;47610;47612;60278;50088;50089;63365;52846;68077;59350;47537;50087
10651|Gustava Charlotta|Granath, f. Fleetwood||||||Friherrinna|39960;39830;39630;41110;41109;39767;39760;41111;40700;54182;39828;39724;39525;43439;39766;41676
10655|Carl Gustaf|Granberg||||||pistolsmed|47637
10662|Lars|Grandel||||||medaljgravör|37263
10671|Edward|Granger||||||harneskmakare|45762
10705|Christopher Conrad|Hunger|||||||11535
10736||Hussein, Husain||||||klingsmed|44175
10769||Fröberg||||||herr|60292
10785|Gustaf Erik|Frölich||||||Landshövding|43764
10787|Gunborg|Frölich f. Hedenblad||||||grevinna|43764
10832|Gottfried|Funk||||||bössmed|40054
10853||Frederik V av Danmark||||||kung|48171
10855||Frederik VI av Danmark||||||kung|41351
10858||Frederik VII av Danmark||||||kung|57990;58916;42364;58914
10863||Frederik V av Pfalz||||||kursturste, kung av Böhmen|41578
10880|J C|Fyrwald||||||gulddrager|67884
10881|C J M|Fyrwald||||||gulddragare|51854
10916|Olof|Gabrielsson||||||hemmansägare|55428
10925|Jan van|Gaelen|||||||22940
10934|Hans Jakob|Gahn||||||lanträntmästare|37606
10935|Carl Pontus|Gahn||||||Löjtnant|42243
11073|Giovanni Antonio|Gavacciolo||||||bössmed|40824;40823
11139|Carl Gustaf|Güntherfelt||||||hovstallmästare|41674
11140|Christoffer von|Günthersberch||||||överste|39538;55719;46496;39613
11169|Irma (Ingeborg Matilda)|von Geijer, f. von Hallwyl||||||grevinna|7932;8173;5745;8279;15279;8110;8111;8272;7914;8092;8090;8099;8101;7944;7909;8285;8283;8265;8006;8007;8121;8003;5591;8083;8088;7764;7765;7766;7999;18410
11170|Erik Gustaf|Geijer||||||professor|24794
11172|Wilhelm (Fredrik W Gustaf)|von Geijer||||||Ryttmästare|5745
11173|Margit (Johanna Palaemona Cecilia)|Lundström, f. von Geijer|||||||18410
11174|Erik (Wilhelm Walter Hallwil)|von Geijer|||||||18410
11177|Adolph Ulric|Geijer||||||bagare|17135
11234|Ismaël|Gibraltar||||||amiral|44200
11263|Jan|Griffier|1652 - 1718|1652|1718|Amsterdam - London|Holland - England|Konstnär|14128
11265||Grill|||||||56937
11266|Claes|Grill||||||köpman|53806
11286|Margareta|Grip||||||friherrinna|22000
11289|Wolfgang|Halbig||||||bössmed|38581
11305|Harald|Halkier|1869* - 1934+|1869|1934|Köpenhamn|Danmark|Direktör|38571
11316||Gilbin||||||bössmed|41085
11331|Jakob Axel|Gillberg||||||konstnär|21633;37028
11339|B|Gillier (Gilier)||||||bössmed, låssmed|48003
11450||Gustav IV Adolf av Sverige|*1.11.1778|1778||Stockholms slott|Sverige|kung|39791;45187;39793;58037;58039;53379;39406;39650;63761;39402;39405;62619;40411;58040;67867;46780;58316;64364;39787;53382;40826;53380;56287;37244;37263;37550;45927;40809;39488;54227;40429;42129;46759;46758;46778;53281;46754;46753;54679;52019;58052;39789;38950;38951;52172;39788;46776;56982;46761;66593;53381;41946;60063;17427;45527;53295;53296;53297;53293;68025;46458;68026;66368;53299;68022;54079;53406;55506;46136;43819;46769;44393;39404
11454||Giöbel||||||Antikhandlare|64926
11455|Selma|Giöbel||||||brodör|53735
11464|Knud Jacobsen|Gjerstad||||||Bössmed, svärdfejare|42305;41694
11495|Per Olof|Glenne||||||herr|40490;40491
11529|J|Godet||||||hovjuvelerare|37988
11641|Antonio|Gosi (Gosio)||||||stålsnidare|40824;40823
11642|Carlo Francesco|Gosi||||||stålsnidare|40824;40823
11668|Jan|van Goyen|13.1.1596 - 27.4.1656|1596|1656|Leyden - Haag|Nederland|Konstnär|13890;14129
11677|R|Graafland|||||||13459
11681|Samuel|Gradman||||||bössmed|55251
11687|Melchior|Graf (Graaf)||||||rustmästare|56959
11748|Hannas von|Gredow|||||||37122
11855|C|Grohnwald, Gronwald||||||bössmed|40962;40961
11869|Pierre de|Gruché||||||bössmed|46508
11884|Simon|Grundel-Helmfelt||||||friherre, fältmarskalk|41923
11907|Johan|Grüner||||||Överstelöjtnant|41228
11922|Anna|Gröber||||||sömmerska|55659
11936|Johan Petter|Grönvall||||||guldsmed, svärdfejare|37143;55193;46140
11944|Aegidius|Gsell|*1589|1589||||bössmed|39772;47596
11974|Maximilian van der|Gucht||||||vävare|24933
12005|Mathew|Guild||||||harneskmakaren|41652
12014||Guimbails|||||||13889
12028|Domenico|Guisasola||||||låssmed|46579
12041|Henrik Johan|Gummerus||||||fältprost|37274
12044|Martin|Gummi||||||bössmed|51573;39847
12067||Guntram|||||||42479
12073||Gustav, hertig av Uppland|*18.6.1827|1827|1852|Haga slott|Sverige|prins|47487;47496;64004;42173;47491;38452;64000;37017;42209;37113;63869;36937
12074||Gustav av Sverige|*1568|1568|1607||Sverige|prins|58960
12075||Gustaf Adolf, Hertig av Västerbotten|*22.4.1906|1906||Stockholms slott|Sverige|prins|52124;47995;49449;46964;46963;46894;46897;68537;46891;46893;68539;68538;68536;47721;56903;49435;52182;49450;48005;48004;52188;47426;51872;49144;52187
12076||Gustav av Sverige|*9.11.1799|1799|1877||Sverige|kronprins|58044;42164;58042;58462;58461;57943;58065;58061
12079|Anders|Gustafsson||||||Pistolsmed|40935
12082|Per|Gustavsson||||||pipsmed|45919;46508;50367
12084||Gustav av Sverige|*4.6.1683|1683|1685||Sverige|prins|62605
12085|Sven|Gustafsson|1892* - 1986+|1892|1986|Glommersträsk|Sverige|vandringsrättare|52635;52653;49552;47105;47115;51982;51983;49167;49356;52644;47109;49366
12123||Gustaf V av Sverige|16.6.1858 - 29.10.1950|1858|1950|Drottningholms slott|Sverige|Kung, hertig av Värmland|63830;58229;38051;38054;38059;38615;38048;37948;38110;38112;38115;38117;37999;42084;37952;63950;43768;37979;37978;37976;37975;40763;37973;38499;63822;37995;40421;37996;38046;38047;38044;37992;41556;38049;41550;37998;38361;37895;37969;38166;48198;38169;38168;40201;52126;37904;42997;37983;47020;38077;38076;40631;37988;40635;38087;38676;41302;37930;37731;37735;37938;38081;40210;37936;37934;38703;38060;38064;38067;38384;38664;41637;42154;43900;38140;40135;37335;38148;38021;38074;40058;40057;64103;38019;38018;38015;42825;38016;38013;38097;38096;38091;38159;38093;38155;43639;37325;38152;38090;40379;41140;38157;38008;38006;38004;38002;38001;38129;37925;37927;37921;38667;38120;43626;38122;38124;38088;42088;39975;40362;39324;40632;40633;41163;38039;38038;38033;38032;38030;38036;41601;40587;36794;41488;40588;46675;42144;46677;41065;38024;38026;38027;63721;38022;38185;38029;38107;38105;38103;38101;37270;37272;37273;38349;38041;37947;49824;43640
12127||Gustaf VI Adolf av Sverige|*11.11.1882|1882||Stockholms slott|Sverige|kung, hertig av Skåne|52367;50555;52365;45164;52015;47499;52991;42987;48041;56902;36520;45533;52185;47221
12136|Carl August|Gyldenstolpe||||||Kammarherre|46473
12137|Gustaf A Fersen|Gyldenstolpe||||||greve|45599;46478;46154;43747;39422;39421
12151|Conrad|Gyllenstierna||||||friherre|45929;45930
12157|Henrik Fredrik|Gyllenram||||||generalmajor|42156
12168|Johan|Gyllenstierna||||||greve, lantmarskalk|59370;59368;59369
12180|Katarina|Gyllenstierna|||||||21992
12181|Nils|Gyllenstierna||||||friherre|25038
12183|Elsa|Gyllenstierna af Lundholm||||||grevinna|34339
12206|Göran Fredrik|Göransson|1819* - 1900+|1819|1900||Sverige|disponent|45145
12208|Maja|Göransson||||||fru|45145
12249|James Haarlef|Haasum||||||kommendant|39432
12267|Heinrich|Habrecht||||||bössmed|46540
12278||Hacksell||||||kapten|40154
12304|J A|Hafström||||||kapten|41972
12313|Gabriel August|Hagelberg||||||kapten|44409
12316|Otto Julius|Hagelstam||||||överste|37175
12335|August Fredrik|Hagström|1817*-1901+|1817|1901|Stockholm|Sverige|rustmästare|55010;68564;68565;42088
12337|Karl|Hagström||||||herr|70194
12348|Philipp|Hainhofer||||||konsthandlare|45532
12357|Carl Gustaf|Hallberg|1824* - 1888+|1824|1888|Stockholm|Sverige|guldsmed|38676;68573;52991;59585
12427|Lionel|Harris|||||||17572
12441|Alexander|Hartingk||||||Vapenkonstruktör|38570
12490|Leopold|Harzé||||||bössmed|40100
12494|Axel|Hallin||||||Bankdirektör|39478
12517|(Anna Fridrica) Wilhelmina|von Hallwyl, f. Kempe||||||grevinna|4110;14038;10042;8259;18498;4101;8290;7388;10128;10108;10028;9879;10026;10121;5824;7492;16003;16023;4093;8148;7397;8167;4094;15841;7940;8263;18321;15279;5759;8260;8261;8289;4107;4816;4814;14402;5839;5819;7991;7502;14318;16153;5816
12518|Walther|von Hallwyl|26.1.1839 - 27.2.1921|1839|1921|Bern - Stockholm|Schweiz - Sverige||8251;8301;4206;5759;4125;18385;18448;3917;3916;3915;3914;3911;18321;15279;16220;8246;13578;5830;5831;13577;5839;16153
12519|Margarethe Cecilie|von Hallwyl, f. von Im Hoff|4.7.1815 - 18.5.1893|1815|1893|Bern|Schweiz|Fru|4272;17507;18677;13455;17658;13498
12524|Theodor (Hans Walther Hugo)|von Hallwyl|24.7.1810 - 13.12.1870|1810|1870|Breda - Bern|Nederland - Schweiz|Godsägare, konstmecenat|13469;17507;18676;13456;4131;17658;13498
12526|Elma (Hildegard Ludwine)|von Hallwyl||||||grevinna|15279;5747
12528|Hans|von Hallwyl|28.12.1835 - 15.6.1909|1835|1909|Bern - Burgberg|Schweiz - Tyskland|Politiker, officer|13577;13578;5859;4204;5831
12546|E W|Hybinette (Hübinette)||||||Antikhandlare|40436
12551|Estrid|Hylin f. Rundquist||||||fru|57708;54150;54162;63845
12555|Gunnar Olof|Hyltén-Cavallius||||||doktor|39595;52106;39797;41412;39647;41687;43818
12564|Jost|Håcke||||||klensmed|45168
12568|John|Håkansson|1846* - 1917+|1846|1917|Stockholm|Sverige|Bankir, stadsmäklare|41195;41193
12616|Effie|Hegermann-Lindencrone|||||||17772
12659|Emil|Heilborn||||||generalkonsul|58082
12660||Heilbronner||||||Antikhandlare|17690;17839
12668|Wilhelm|Heineman|||||||17817
12669|Niclas|Heimen||||||skulptör|52980
12679||Heinrich av Preussen||||||prins|42078
12712|Agnes|von Hallwyl|14.10.1865 - 14.8.1866|1865|1866|Rörswil|Schweiz|Fröken|4308
12716|Brynte|Halvardsson||||||bonde|45418
12745|I D|Heymann||||||möbelhandlare|7954
12764|C|Hielm||||||pärlstickerska|37304
12769|Gustaf Adolf|Hierta||||||friherre, general|47221
12770|Per Gustaf Abraham|Hierta||||||friherre|47221
12789|Bror Emil|Hildebrand||||||Riksantikvarie|61239;61238;61240
12792|Albin|Hildebrand|||||||41531
12813||Hillebrandt||||||Konstnär|22921
12818|Pehr|Hilleström|18.11.1733 - 13.8.1816|1733|1816|Väddö - Stockholm|Sverige|Konstnär|15596
12820|Bror|Hillgren||||||Konstnär|51546
12840|Mårten|Hindersson (Hindrichsson)||||||harneskmakare|45166
12867||Hamann||||||Löjtnant|45470
12882||Hamengku Buwana VIII||||||sultan|43639;43640
12901|Gustaf David|Hamilton|1699-01-29 - 1788-12-29|1699|1788|||Greve|53429;52027
12939|Christian|Hammer||||||hovjuvelerare|46829;37343;57731;42001;56368;42204;17135;39389
12954|Herman|Hamnqvist||||||fotograf|18410
12959||Hanan|||||||64078
12985||Hannibal|||||||49934
13040|Holger|Hansson||||||Konstnär|24347;53640
13073|Johann|Happe (Hoppe)||||||klingsmed|40148
13076||Harald Gormson Blåtand||||||kung|24756
13077|Rasmus|Harboe|||||||13374
13088|Michel Gottlieb|Hardert|||||||13514
13100|William|Hardy||||||bössmed, fiskeredskapsmakare|41637
13122|Hindrik|Hasenberg||||||dvärg|32259
13130||Hassan al-Misri||||||klingsmed|45196
13138|Johan Gustaf|Hasselström||||||instrumentmakare|54581
13157|Amalia von|Hatzfeldt||||||grevinna|23230
13194|Douglas|Heriot||||||herr|58082
13256|Ulrich|Holzmann||||||etsare|55278
13334|Anselm|Hebbelnyck||||||konstnär|21991
13337|J M|Heberle||||||Antikhandlare|11524
13356|Willem, Claesz|Heda|1594 - 1679|1594|1679|Haarlem|Nederland|Konstnär|14057;14055
13357|Louis Alexander|Hedberg|1888* - 1937+|1888|1937|Bjärsjölagård|Sverige|Ryttmästare|67563
13359|Hugo|Hedberg||||||Intendent, bankdirektör|67563
13365|Johan|Hedberg|||||||11339
13380|Carl Fredrik W|Hederstierna||||||Landshövding|39408
13381|Carl Johan|Hederstierna||||||generalmajor|39408
13382|Sven|Hedin|19.2.1865 - 26.11.1952|1865|1952|Stockholm|Sverige|Fil.dr, upptäcktsresande, skriftställare|37865;37832;38268;36619
13451|Carl August von|Hofsten||||||kapten|40638
13468|J E|Högström||||||pukslagare|50086
13469|Frederique|Högström||||||fröken|8290
13485|Johanna|Kempe, f. Wallis||||||Fru|13897;4176;16980;4814;16788;15636;18399;17817;13426;13433;13423
13488|Wilhelm (Heinrich)|Kempe|1807-12-21 - 1883-05-08|1807|1883|||Grosshandlare, brukspatron|4119;13632;15596
13510|E|Koehn E. Succ:r|||||||16560
13517|Roelof|Koets|1592 - 1655|1592|1655|Haarlem|Nederländerna|konstnär|31214
13523|David Casparsson|Kohl||||||rustmästare, etsare|59386;59387;50268;55526;59866;50203;61060;50267;54132;59585;42450;42451;42452;27218;42454;59396;42456
13524|Kaspar (Casper)|Kohl||||||klingetsare|50211
13548|Erckenbrecht|Koler||||||köpman|41093;41094
